id,severity_estimated,severity_source,impact_type,reachability,blast_radius,severity_why
lighthouse:networking:PR#7463,not-eligible,llm-estimated,none,local_internal,client_specific,This is a fix for a GitHub Actions automation bot (Mergify) and has zero impact on the network or node runtime.
lighthouse:networking:PR#7192,not-eligible,llm-estimated,none,local_internal,client_specific,"This is a test-only change to introduce deterministic RNG for unit tests, with no impact on production network behavior."
lighthouse:networking:PR#7176,not-eligible,llm-estimated,none,local_internal,client_specific,"The changes are primarily debug logs and minor refactors to troubleshoot internal test OOMs, not a fix for a remote network-triggerable exploit."
lighthouse:networking:PR#7168,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The changes are primarily logging configuration and dependency updates, which are client-specific and do not impact network consensus or provide a mechanism for a single packet to bring down >0.01% of"
lighthouse:networking:PR#7082,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,A single crafted P2P status packet can trigger expensive DB lookups leading to a DoS of the Lighthouse node.
lighthouse:networking:PR#7050,not-eligible,llm-estimated,none,remote_needs_conditions,client_specific,This is a functional compatibility fix for the Engine API handling post-Merge blocks and does not create a network-scale security vulnerability.
327949dc1dbe940e,Medium,bounty-graded,,,,
lighthouse:networking:PR#6940,high,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A malformed blob response from the EL could crash or stall a major client (~30-40% share), exceeding the 33% threshold for High severity."
lighthouse:networking:PR#6901,not-eligible,upstream-cvss,,,,
lighthouse:networking:PR#6885,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The underflow occurs in client-specific P2P sync logic and only triggers when the local slot is extremely low, posing no network-scale risk."
lighthouse:networking:PR#6750,not-eligible,llm-estimated,none,local_internal,client_specific,"The provided code diff contains only logging improvements and performance refactors (tree-states implementation), not a security fix for a remotely triggerable vulnerability."
lighthouse:networking:PR#6558,not-eligible,llm-estimated,none,local_internal,client_specific,"The fix addresses a panic in the test simulator used for CI, which has no impact on the live network and is not reachable via remote packets or transactions."
lighthouse:networking:PR#6464,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,The bug is limited to the internal operation pool's pruning logic and does not affect consensus or network liveness.
lighthouse:networking:PR#6377,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,"The fix corrects peer attribution for invalid data columns in PeerDAS, which is a local peer-scoring concern with no impact on consensus or network liveness."
c4b40f9df553cf65,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The change implements stricter validation and better error handling for ENR fields; without a demonstrated crash/panic in the original code, this is considered dependency/code hygiene."
lighthouse:networking:PR#6292,not-eligible,llm-estimated,none,local_internal,client_specific,"The change is a performance optimization for the HTTP API to prevent timeouts for validator clients and has no impact on network consensus, liveness, or value integrity."
lighthouse:networking:PR#6254,not-eligible,llm-estimated,none,local_internal,client_specific,The issue is a resource leak occurring exclusively within the test suite and cannot be triggered by any network-facing input.
lighthouse:networking:PR#6211,high,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,A single crafted on-chain transaction triggering the slasher could crash >33% of the network due to this client's significant market share and the resulting memory corruption.
lighthouse:networking:PR#6200,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The issue is an internal deadlock caused by a race condition in locking logic, not triggerable by a single remote network packet/transaction per the provided context."
lighthouse:networking:PR#6050,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,"This is a peer-scoring adjustment to mitigate spam, not a fix for a vulnerability that could crash or split the network via a single packet."
lighthouse:networking:PR#6048,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The fix prevents local timeouts during attestation verification; while a remote packet triggers the code, it likely only caused dropped packets/retries rather than a full node crash, and it is client-"
lighthouse:networking:PR#5946,not-eligible,llm-estimated,none,local_internal,client_specific,"The fix affects a utility method for generating random blobs, which is only triggerable locally and has no impact on network consensus or liveness."
lighthouse:networking:PR#5929,not-eligible,llm-estimated,none,local_internal,client_specific,"The changes are described as preventative maintenance and general cleanup rather than a fix for an active, remotely exploitable vulnerability."
lighthouse:networking:PR#5891,not-eligible,llm-estimated,none,local_internal,client_specific,The change is a refactor of internal cache persistence and does not enable a remote attack or impact network consensus.
068fecf2765f0271,Medium,bounty-graded,,,,
lighthouse:networking:PR#5772,high,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,Integer overflow in spec-level PeerDAS logic in a major client can be triggered by a remote message to cause a network-wide crash or split.
lighthouse:networking:PR#5768,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,"This is a local disk resource leak in a client-specific storage implementation, not a single-packet network-scale failure."
lighthouse:networking:PR#5764,high,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,A collision in fork-choice indexing triggered by a malicious attestation in a major client can cause a network-scale split or DoS.
lighthouse:networking:PR#5681,not-eligible,llm-estimated,none,remote_needs_conditions,client_specific,"The issue is a performance regression causing redundant RPC requests and metric inflation, with no impact on consensus, liveness, or funds."
15a905becebea648,Medium,bounty-graded,,,,
lighthouse:networking:PR#5569,high,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,A malicious P2P message causing resource exhaustion in a client with >33% market share can bring down that portion of the network.
lighthouse:networking:PR#5514,not-eligible,upstream-cvss,,,,
lighthouse:networking:PR#5417,medium,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,Divergence in spec-level fork-choice logic regarding proposer re-orgs can cause a chain split affecting this client's significant market share.
lighthouse:networking:PR#5104,high,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote attacker can crash the client via a crafted block, and since this client holds ~30-40% of the network, it meets the threshold for High severity (bringing down >33% of the network)."
e2bb6b39fbbe5c0d,not-eligible,llm-estimated,none,local_internal,client_specific,The change is a performance optimization for the local HTTP API and does not introduce any vulnerability or impact consensus.
lighthouse:networking:PR#5057,high,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,OOM in state tree processing for a client with ~30-40% share can bring down >33% of the network via a single crafted state/packet.
lighthouse:networking:PR#5037,high,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,"The fix addresses a consensus divergence regarding equivocation handling via RPC, which, given the client's market share, could lead to a chain split affecting >33% of the network."
lighthouse:networking:PR#4906,not-eligible,llm-estimated,none,local_internal,client_specific,"The change only removes deprecated CLI flags, which has no impact on the network and is not triggerable via remote packet or transaction."
lighthouse:networking:PR#4879,high,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote attacker can use malicious attestations to trigger resource exhaustion, crashing a client that holds >33% of the network share."
lighthouse:networking:PR#4877,high,llm-estimated,chain_split,remote_single_message_or_tx,spec_level,"Incorrect reward calculations during inactivity leaks lead to state divergence across clients, causing a chain split for this major client (>33%)."
lighthouse:networking:PR#4801,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,A malicious P2P message causing a memory explosion/crash in a major client (~30-40%) exceeds the 5% threshold for a Medium severity DOS.
